Timestamp	FrequencyHz	RealZ	ImagZ	MagZ	AvgResistance_5to100Hz
2025-05-27 14:38:31	2825002.175000	22.580783	-25.900323	34.361585	53.789703
2025-05-27 14:38:31	2850002.150000	18.948757	-23.360144	30.079091	53.789703
2025-05-27 14:38:31	2875002.125000	15.932226	-20.639666	26.073581	53.789703
2025-05-27 14:38:31	2900002.100000	13.446991	-17.844031	22.343478	53.789703
2025-05-27 14:38:31	2925002.075000	11.396615	-15.071843	18.895589	53.789703
2025-05-27 14:38:31	2950002.050000	9.746573	-12.383365	15.758915	53.789703
2025-05-27 14:38:31	2975002.025000	8.361204	-9.783707	12.869758	53.789703
2025-05-27 14:38:31	3000002.000000	7.280709	-7.312374	10.318893	53.789703
2025-05-27 14:38:31	3025001.975000	6.349930	-4.953546	8.053523	53.789703
2025-05-27 14:38:31	3050001.950000	5.613258	-2.705418	6.231208	53.789703
2025-05-27 14:38:31	3075001.925000	4.984164	-0.587484	5.018668	53.789703
2025-05-27 14:38:31	3100001.900000	4.477906	1.447855	4.706158	53.789703
2025-05-27 14:38:31	3125001.875000	4.051975	3.365866	5.267595	53.789703
2025-05-27 14:38:31	3150001.850000	3.692495	5.208082	6.384249	53.789703
2025-05-27 14:38:31	3175001.825000	3.402417	6.960292	7.747393	53.789703
2025-05-27 14:38:31	3200001.800000	3.150928	8.641798	9.198316	53.789703
2025-05-27 14:38:31	3225001.775000	2.940777	10.255216	10.668535	53.789703
2025-05-27 14:38:31	3250001.750000	2.763710	11.806532	12.125687	53.789703
2025-05-27 14:38:31	3275001.725000	2.614547	13.302167	13.556677	53.789703
2025-05-27 14:38:31	3300001.700000	2.493137	14.752036	14.961227	53.789703
2025-05-27 14:38:31	3325001.675000	2.378942	16.147645	16.321942	53.789703
2025-05-27 14:38:31	3350001.650000	2.294436	17.504167	17.653903	53.789703
2025-05-27 14:38:31	3375001.625000	2.209006	18.825353	18.954515	53.789703
2025-05-27 14:38:31	3400001.600000	2.153714	20.107341	20.222355	53.789703
2025-05-27 14:38:31	3425001.575000	2.093100	21.357003	21.459325	53.789703
2025-05-27 14:38:31	3450001.550000	2.052116	22.579726	22.672785	53.789703
2025-05-27 14:38:31	3475001.525000	2.010921	23.768508	23.853422	53.789703
2025-05-27 14:38:31	3500001.500000	1.984741	24.943767	25.022604	53.789703
2025-05-27 14:38:31	3525001.475000	1.950105	26.089651	26.162431	53.789703
2025-05-27 14:38:31	3550001.450000	1.930711	27.220648	27.289033	53.789703
2025-05-27 14:38:31	3575001.425000	1.910299	28.326222	28.390564	53.789703
2025-05-27 14:38:31	3600001.400000	1.898281	29.414675	29.475864	53.789703
2025-05-27 14:38:31	3625001.375000	1.887280	30.486027	30.544388	53.789703
2025-05-27 14:38:31	3650001.350000	1.877844	31.543918	31.599764	53.789703
2025-05-27 14:38:31	3675001.325000	1.875303	32.587794	32.641708	53.789703
2025-05-27 14:38:31	3700001.300000	1.877551	33.621000	33.673384	53.789703
2025-05-27 14:38:31	3725001.275000	1.874352	34.640912	34.691584	53.789703
2025-05-27 14:38:31	3750001.250000	1.876807	35.651527	35.700894	53.789703
2025-05-27 14:38:31	3775001.225000	1.877612	36.653830	36.701889	53.789703
2025-05-27 14:38:31	3800001.200000	1.885164	37.644602	37.691775	53.789703
2025-05-27 14:38:31	3825001.175000	1.888072	38.627839	38.673954	53.789703
2025-05-27 14:38:31	3850001.150000	1.900520	39.606987	39.652559	53.789703
2025-05-27 14:38:31	3875001.125000	1.908046	40.571389	40.616232	53.789703
2025-05-27 14:38:31	3900001.100000	1.927079	41.529572	41.574259	53.789703
2025-05-27 14:38:31	3925001.075000	1.931473	42.486151	42.530032	53.789703
2025-05-27 14:38:31	3950001.050000	1.944011	43.438840	43.482318	53.789703
2025-05-27 14:38:31	3975001.025000	1.959813	44.382155	44.425404	53.789703
2025-05-27 14:38:31	4000001.000000	1.965696	45.317500	45.360112	53.789703
2025-05-27 14:38:31	4025000.975000	1.990738	46.251333	46.294156	53.789703
2025-05-27 14:38:31	4050000.950000	1.993662	47.182449	47.224550	53.789703
2025-05-27 14:38:31	4075000.925000	2.009995	48.112538	48.154505	53.789703
2025-05-27 14:38:31	4100000.900000	2.030869	49.039592	49.081626	53.789703
2025-05-27 14:38:31	4125000.875000	2.051706	49.963572	50.005680	53.789703
2025-05-27 14:38:31	4150000.850000	2.063448	50.888048	50.929866	53.789703
2025-05-27 14:38:31	4175000.825000	2.074104	51.812933	51.854430	53.789703
2025-05-27 14:38:31	4200000.800000	2.101426	52.727168	52.769027	53.789703
2025-05-27 14:38:31	4225000.775000	2.114313	53.637485	53.679141	53.789703
2025-05-27 14:38:31	4250000.750000	2.138778	54.570967	54.612863	53.789703
2025-05-27 14:38:31	4275000.725000	2.176296	55.480354	55.523022	53.789703
2025-05-27 14:38:31	4300000.700000	2.179010	56.387334	56.429421	53.789703
2025-05-27 14:38:31	4325000.675000	2.213749	57.314831	57.357567	53.789703
2025-05-27 14:38:31	4350000.650000	2.224020	58.227469	58.269927	53.789703
2025-05-27 14:38:31	4375000.625000	2.260545	59.143528	59.186713	53.789703
2025-05-27 14:38:31	4400000.600000	2.272071	60.044979	60.087951	53.789703
2025-05-27 14:38:31	4425000.575000	2.289267	60.959570	61.002540	53.789703
2025-05-27 14:38:31	4450000.550000	2.319379	61.874721	61.918177	53.789703
2025-05-27 14:38:31	4475000.525000	2.347432	62.800859	62.844716	53.789703
2025-05-27 14:38:31	4500000.500000	2.368235	63.703359	63.747364	53.789703
2025-05-27 14:38:31	4525000.475000	2.393022	64.629896	64.674183	53.789703
2025-05-27 14:38:31	4550000.450000	2.418296	65.555978	65.600567	53.789703
2025-05-27 14:38:31	4575000.425000	2.452345	66.480873	66.526088	53.789703
2025-05-27 14:38:31	4600000.400000	2.480945	67.399495	67.445141	53.789703
2025-05-27 14:38:31	4625000.375000	2.502421	68.335293	68.381096	53.789703
2025-05-27 14:38:31	4650000.350000	2.544027	69.262038	69.308744	53.789703
2025-05-27 14:38:31	4675000.325000	2.571140	70.206885	70.253950	53.789703
2025-05-27 14:38:31	4700000.300000	2.594653	71.145767	71.193064	53.789703
2025-05-27 14:38:31	4725000.275000	2.637091	72.084880	72.133100	53.789703
2025-05-27 14:38:31	4750000.250000	2.656694	73.018898	73.067213	53.789703
2025-05-27 14:38:31	4775000.225000	2.691424	73.961831	74.010785	53.789703
2025-05-27 14:38:31	4800000.200000	2.714083	74.919818	74.968963	53.789703
2025-05-27 14:38:31	4825000.175000	2.753846	75.875998	75.925955	53.789703
2025-05-27 14:38:31	4850000.150000	2.790367	76.831570	76.882224	53.789703
2025-05-27 14:38:31	4875000.125000	2.821501	77.788925	77.840078	53.789703
2025-05-27 14:38:31	4900000.100000	2.845016	78.756189	78.807559	53.789703
2025-05-27 14:38:31	4925000.075000	2.886173	79.729194	79.781416	53.789703
2025-05-27 14:38:31	4950000.050000	2.908617	80.670638	80.723057	53.789703
2025-05-27 14:38:31	4975000.025000	2.961923	81.659427	81.713127	53.789703
2025-05-27 14:38:31	5000000.000000	2.994086	82.645130	82.699347	53.789703
2025-05-27 14:38:39	5.000000	53.790172	-0.036978	53.790184	53.790172
2025-05-27 14:38:39	25004.975000	52.710724	0.091940	52.710804	53.790172
2025-05-27 14:38:39	50004.950000	54.886015	0.573286	54.889009	53.790172
2025-05-27 14:38:39	75004.925000	55.144087	0.048405	55.144108	53.790172
2025-05-27 14:38:39	100004.900000	54.614819	-0.214972	54.615243	53.790172
2025-05-27 14:38:39	125004.875000	54.289137	-0.461518	54.291099	53.790172
2025-05-27 14:38:39	150004.850000	53.916439	-0.476698	53.918547	53.790172
2025-05-27 14:38:39	175004.825000	53.581757	-0.347839	53.582886	53.790172
2025-05-27 14:38:39	200004.800000	53.343878	-0.100729	53.343973	53.790172
2025-05-27 14:38:39	225004.775000	53.182110	0.198642	53.182480	53.790172
2025-05-27 14:38:39	250004.750000	53.119128	0.488687	53.121376	53.790172
2025-05-27 14:38:39	275004.725000	53.124018	0.790827	53.129904	53.790172
2025-05-27 14:38:39	300004.700000	53.193470	1.053087	53.203893	53.790172
2025-05-27 14:38:39	325004.675000	53.273660	1.319602	53.290001	53.790172
2025-05-27 14:38:39	350004.650000	53.436051	1.503651	53.457203	53.790172
2025-05-27 14:38:39	375004.625000	53.598659	1.691527	53.625344	53.790172
2025-05-27 14:38:39	400004.600000	53.799247	1.800404	53.829364	53.790172
2025-05-27 14:38:39	425004.575000	53.962543	1.906002	53.996194	53.790172
2025-05-27 14:38:39	450004.550000	54.158054	1.955860	54.193359	53.790172
2025-05-27 14:38:39	475004.525000	54.370870	1.950084	54.405830	53.790172
2025-05-27 14:38:39	500004.500000	54.569455	1.914119	54.603015	53.790172
2025-05-27 14:38:39	525004.475000	54.736211	1.852465	54.767549	53.790172
2025-05-27 14:38:39	550004.450000	54.876679	1.766337	54.905099	53.790172
2025-05-27 14:38:39	575004.425000	55.014062	1.645059	55.038652	53.790172
2025-05-27 14:38:39	600004.400000	55.114763	1.498499	55.135130	53.790172
2025-05-27 14:38:39	625004.375000	55.188515	1.334704	55.204652	53.790172
2025-05-27 14:38:39	650004.350000	55.224314	1.174061	55.236793	53.790172
2025-05-27 14:38:39	675004.325000	55.226995	0.992801	55.235918	53.790172
2025-05-27 14:38:39	700004.300000	55.206596	0.789940	55.212247	53.790172
2025-05-27 14:38:39	725004.275000	55.157688	0.584020	55.160780	53.790172
2025-05-27 14:38:39	750004.250000	55.075167	0.377625	55.076462	53.790172
2025-05-27 14:38:39	775004.225000	54.925491	0.199542	54.925853	53.790172
2025-05-27 14:38:39	800004.200000	54.777984	0.015994	54.777986	53.790172
2025-05-27 14:38:39	825004.175000	54.578863	-0.146431	54.579059	53.790172
2025-05-27 14:38:39	850004.150000	54.363645	-0.271827	54.364324	53.790172
2025-05-27 14:38:39	875004.125000	54.127794	-0.391093	54.129206	53.790172
2025-05-27 14:38:39	900004.100000	53.871572	-0.471778	53.873638	53.790172
2025-05-27 14:38:39	925004.075000	53.597620	-0.538886	53.600329	53.790172
2025-05-27 14:38:39	950004.050000	53.300431	-0.583166	53.303621	53.790172
2025-05-27 14:38:39	975004.025000	53.013017	-0.590079	53.016301	53.790172
2025-05-27 14:38:39	1000004.000000	52.715347	-0.571179	52.718442	53.790172
2025-05-27 14:38:39	1025003.975000	52.418456	-0.524322	52.421078	53.790172
2025-05-27 14:38:39	1050003.950000	52.110152	-0.453283	52.112123	53.790172
2025-05-27 14:38:39	1075003.925000	51.820897	-0.358008	51.822134	53.790172
2025-05-27 14:38:39	1100003.900000	51.534916	-0.228691	51.535424	53.790172
2025-05-27 14:38:39	1125003.875000	51.262984	-0.087099	51.263058	53.790172
2025-05-27 14:38:39	1150003.850000	51.005440	0.081064	51.005505	53.790172
2025-05-27 14:38:39	1175003.825000	50.762077	0.256082	50.762723	53.790172
2025-05-27 14:38:39	1200003.800000	50.536929	0.456967	50.538994	53.790172
2025-05-27 14:38:39	1225003.775000	50.331264	0.665856	50.335669	53.790172
2025-05-27 14:38:39	1250003.750000	50.145223	0.885066	50.153033	53.790172
2025-05-27 14:38:39	1275003.725000	49.975598	1.102327	49.987753	53.790172
2025-05-27 14:38:39	1300003.700000	49.832830	1.328456	49.850534	53.790172
2025-05-27 14:38:39	1325003.675000	49.717611	1.551411	49.741811	53.790172
2025-05-27 14:38:39	1350003.650000	49.606121	1.773285	49.637806	53.790172
2025-05-27 14:38:39	1375003.625000	49.530461	1.985380	49.570236	53.790172
2025-05-27 14:38:39	1400003.600000	49.470679	2.205241	49.519806	53.790172
2025-05-27 14:38:39	1425003.575000	49.421175	2.395043	49.479176	53.790172
2025-05-27 14:38:39	1450003.550000	49.400333	2.575916	49.467446	53.790172
2025-05-27 14:38:39	1475003.525000	49.365224	2.742179	49.441328	53.790172
2025-05-27 14:38:39	1500003.500000	49.356653	2.892440	49.441333	53.790172
2025-05-27 14:38:39	1525003.475000	49.346615	3.009587	49.438305	53.790172
2025-05-27 14:38:39	1550003.450000	49.340395	3.125233	49.439273	53.790172
2025-05-27 14:38:39	1575003.425000	49.329086	3.201121	49.432843	53.790172
2025-05-27 14:38:39	1600003.400000	49.324723	3.258143	49.432215	53.790172
2025-05-27 14:38:39	1625003.375000	49.309444	3.303072	49.419951	53.790172
2025-05-27 14:38:39	1650003.350000	49.271666	3.333648	49.384312	53.790172
2025-05-27 14:38:39	1675003.325000	49.225393	3.345978	49.338979	53.790172
2025-05-27 14:38:39	1700003.300000	49.159098	3.343007	49.272635	53.790172
2025-05-27 14:38:39	1725003.275000	49.074802	3.332289	49.187807	53.790172
2025-05-27 14:38:39	1750003.250000	48.963074	3.322415	49.075667	53.790172
2025-05-27 14:38:39	1775003.225000	48.817364	3.316820	48.929912	53.790172
2025-05-27 14:38:39	1800003.200000	48.667430	3.296835	48.778969	53.790172
2025-05-27 14:38:39	1825003.175000	48.474062	3.306645	48.586712	53.790172
2025-05-27 14:38:39	1850003.150000	48.266066	3.317734	48.379960	53.790172
2025-05-27 14:38:39	1875003.125000	48.039617	3.350699	48.156328	53.790172
2025-05-27 14:38:39	1900003.100000	47.796868	3.426322	47.919519	53.790172
2025-05-27 14:38:39	1925003.075000	47.540721	3.515664	47.670537	53.790172
2025-05-27 14:38:39	1950003.050000	47.278369	3.654891	47.419430	53.790172
2025-05-27 14:38:39	1975003.025000	47.017847	3.825427	47.173211	53.790172
2025-05-27 14:38:39	2000003.000000	46.766564	4.043207	46.941016	53.790172
2025-05-27 14:38:39	2025002.975000	46.531225	4.298517	46.729350	53.790172
2025-05-27 14:38:39	2050002.950000	46.324115	4.593431	46.551297	53.790172
2025-05-27 14:38:39	2075002.925000	46.153762	4.945319	46.417948	53.790172
2025-05-27 14:38:39	2100002.900000	46.034255	5.332955	46.342131	53.790172
2025-05-27 14:38:39	2125002.875000	45.971102	5.749312	46.329222	53.790172
2025-05-27 14:38:39	2150002.850000	45.986300	6.201417	46.402558	53.790172
2025-05-27 14:38:39	2175002.825000	46.073317	6.687480	46.556127	53.790172
2025-05-27 14:38:39	2200002.800000	46.271130	7.176663	46.824374	53.790172
2025-05-27 14:38:39	2225002.775000	46.571023	7.664807	47.197557	53.790172
2025-05-27 14:38:39	2250002.750000	46.985996	8.151232	47.687802	53.790172
2025-05-27 14:38:39	2275002.725000	47.565518	8.598764	48.336500	53.790172
2025-05-27 14:38:39	2300002.700000	48.286367	8.999759	49.117908	53.790172
2025-05-27 14:38:39	2325002.675000	49.188216	9.304199	50.060450	53.790172
2025-05-27 14:38:39	2350002.650000	50.265086	9.495455	51.154106	53.790172
2025-05-27 14:38:39	2375002.625000	51.529853	9.488787	52.396210	53.790172
2025-05-27 14:38:39	2400002.600000	53.004219	9.262174	53.807389	53.790172
2025-05-27 14:38:39	2425002.575000	54.647753	8.705937	55.336880	53.790172
2025-05-27 14:38:39	2450002.550000	56.450308	7.767844	56.982249	53.790172
2025-05-27 14:38:39	2475002.525000	58.347946	6.329383	58.690237	53.790172
2025-05-27 14:38:39	2500002.500000	60.228488	4.245155	60.377911	53.790172
2025-05-27 14:38:39	2525002.475000	61.922067	1.466983	61.939442	53.790172
2025-05-27 14:38:39	2550002.450000	63.231990	-2.049578	63.265198	53.790172
2025-05-27 14:38:39	2575002.425000	63.817062	-6.325368	64.129772	53.790172
2025-05-27 14:38:39	2600002.400000	63.401621	-11.139680	64.372805	53.790172
2025-05-27 14:38:39	2625002.375000	61.727349	-16.223940	63.823834	53.790172
2025-05-27 14:38:39	2650002.350000	58.656824	-21.080979	62.330014	53.790172
2025-05-27 14:38:39	2675002.325000	54.327938	-25.220469	59.896552	53.790172
2025-05-27 14:38:39	2700002.300000	49.002367	-28.264907	56.569753	53.790172
2025-05-27 14:38:39	2725002.275000	43.214876	-29.986238	52.599430	53.790172
2025-05-27 14:38:39	2750002.250000	37.362521	-30.387641	48.159804	53.790172
2025-05-27 14:38:39	2775002.225000	31.826066	-29.676191	43.515225	53.790172
2025-05-27 14:38:39	2800002.200000	26.886640	-28.074577	38.872526	53.790172
2025-05-27 14:38:39	2825002.175000	22.583277	-25.909280	34.369975	53.790172
2025-05-27 14:38:39	2850002.150000	18.941042	-23.349533	30.065990	53.790172
2025-05-27 14:38:39	2875002.125000	15.931510	-20.627439	26.063465	53.790172
2025-05-27 14:38:39	2900002.100000	13.444725	-17.845913	22.343617	53.790172
2025-05-27 14:38:39	2925002.075000	11.401199	-15.062118	18.890599	53.790172
2025-05-27 14:38:39	2950002.050000	9.738729	-12.370744	15.744147	53.790172
2025-05-27 14:38:39	2975002.025000	8.390942	-9.779538	12.885933	53.790172
2025-05-27 14:38:39	3000002.000000	7.273611	-7.311880	10.313535	53.790172
2025-05-27 14:38:39	3025001.975000	6.352101	-4.945449	8.050258	53.790172
2025-05-27 14:38:39	3050001.950000	5.601291	-2.719153	6.226416	53.790172
2025-05-27 14:38:39	3075001.925000	4.996294	-0.582228	5.030104	53.790172
2025-05-27 14:38:39	3100001.900000	4.475026	1.439873	4.700967	53.790172
2025-05-27 14:38:39	3125001.875000	4.052064	3.364544	5.266819	53.790172
2025-05-27 14:38:39	3150001.850000	3.697416	5.204896	6.384499	53.790172
2025-05-27 14:38:39	3175001.825000	3.395085	6.958580	7.742638	53.790172
2025-05-27 14:38:39	3200001.800000	3.148370	8.635904	9.191903	53.790172
2025-05-27 14:38:39	3225001.775000	2.940434	10.255062	10.668292	53.790172
2025-05-27 14:38:39	3250001.750000	2.763976	11.810541	12.129651	53.790172
2025-05-27 14:38:39	3275001.725000	2.612256	13.303927	13.557962	53.790172
2025-05-27 14:38:39	3300001.700000	2.491786	14.745720	14.954774	53.790172
2025-05-27 14:38:39	3325001.675000	2.384573	16.147780	16.322897	53.790172
2025-05-27 14:38:39	3350001.650000	2.292834	17.505140	17.654659	53.790172
2025-05-27 14:38:39	3375001.625000	2.212736	18.823056	18.952668	53.790172
2025-05-27 14:38:39	3400001.600000	2.147780	20.108963	20.223337	53.790172
2025-05-27 14:38:39	3425001.575000	2.098000	21.356709	21.459512	53.790172
2025-05-27 14:38:39	3450001.550000	2.046251	22.583416	22.675930	53.790172
2025-05-27 14:38:39	3475001.525000	2.013546	23.771126	23.856252	53.790172
2025-05-27 14:38:39	3500001.500000	1.976994	24.937558	25.015801	53.790172
2025-05-27 14:38:39	3525001.475000	1.950033	26.093176	26.165941	53.790172
2025-05-27 14:38:39	3550001.450000	1.929325	27.217425	27.285720	53.790172
2025-05-27 14:38:39	3575001.425000	1.915040	28.325738	28.390400	53.790172
2025-05-27 14:38:39	3600001.400000	1.899975	29.417877	29.479169	53.790172
2025-05-27 14:38:39	3625001.375000	1.885632	30.481414	30.539683	53.790172
